user_id,has_sip,has_insurance
7dd41e20-63b7-44ba-8b83-53227d0e1dbd,Yes,No
7de71b3b-aef9-48d1-87cd-2fca62494807,Yes,No
7ecddb33-98b4-4baa-86f8-80ce38fbd16e,No,Yes
7ff807ce-2f18-4c75-b4d9-2f726ad894dd,No,Yes
8029af1a-3b59-458b-912c-d9fe0210f3a6,No,Yes
806ca59e-f9d1-4ff2-a11f-9a8eee3e8510,Yes,No
80a52d13-1c9b-4e30-a091-ce5cbfd6731a,No,Yes
815cb628-3d62-4b43-9465-fe253a00fb86,No,Yes
81f53317-0699-44a0-9f4c-0b7c2a809d05,Yes,No
82d23349-0b82-4e01-8da5-e4e1dd1ac565,No,Yes
833a467f-2a7a-47b0-95f3-85a9148dcc6e,No,Yes
83605d75-7714-4e4c-97b9-de8463b51912,No,Yes
844337b1-17a9-4ffd-a891-255b5c5e0ab1,No,Yes
84623508-8125-42f5-a6d2-e191aad21f8c,Yes,No
84859d0a-79e4-46aa-8890-ee433637473d,Yes,No
85725fde-3cbd-4edd-af11-0e569c5d9b07,No,Yes
8757fb8c-bb52-4cab-99e0-bf4f8116a2cd,No,Yes
88846489-ec65-4481-ac0c-fe7e88a9278d,Yes,No
88941d44-eec3-42c5-adfe-8040313777b5,Yes,No
893b7134-84d8-4dce-b00b-08d58e259c37,Yes,No
89cbdb10-9ccf-4ac6-bcce-2d14acdf7eb2,No,Yes
89df269c-3ed3-4f6f-91af-f3e61b1d2d2f,Yes,No
8b72e2bb-e9ec-45de-9767-90b1f635aa7c,Yes,No
8d23a9d7-c737-4ad0-8dbb-557f0df7eb23,Yes,No
8db58567-6add-4272-8c49-89ebef43c0ab,No,Yes
8dbb4e08-982c-4b0f-acd5-fcb84f0c4bba,Yes,No
8e334084-0c17-4118-9673-9f80707b9994,Yes,No
8e58e8a9-bc45-44e8-8e38-462070463409,No,Yes
8e980c02-77d0-4ceb-8691-7e31ce62fe31,No,Yes
8efb72f3-99aa-4aa0-b20d-c921fe82cb01,No,Yes
8efc7bf8-7b6d-4786-bc1d-889cf345d630,No,Yes
8f178500-c274-4518-965b-ba2e46ff20c4,No,Yes
8fbe0773-e086-4950-86a6-9730322c1803,Yes,No
8fc44b12-d69a-4bb6-be65-97520d30531d,No,Yes
8fcd0411-316a-4e88-b6c1-39f4b6cb086e,No,Yes
90053035-043a-4b86-910b-dc8132be04d2,No,Yes
90636fa4-6451-45de-a355-c653f9a1638a,No,Yes
91b2c033-17a9-41cf-80d5-2af17780860d,Yes,No
92170694-cc75-4872-9e0d-9c668b29afbe,No,Yes
929035ca-e87f-407a-a7a3-9b52db3cba8e,Yes,No
92e4e989-ef88-4bee-9c20-5ed5be102130,Yes,No
95226f7d-868f-4525-b958-1c466ef9723a,Yes,No
95513b01-51c2-4335-a0e3-8138eb1831c7,Yes,No
95a63e9c-136b-43b4-9eae-ae4cf0d4d2b1,Yes,No
95ee6431-1e3d-433b-9c80-068c6cd1ad01,Yes,No
95f6c99c-a2d6-43ef-9bb5-a4ea8c361af4,Yes,No
968349e7-3a99-4fb1-8262-56a8efaa6deb,Yes,No
96a91dcf-53e7-478a-bfe1-5ec4d694808c,Yes,No
96b85042-6c92-4110-9edb-0f80e0821e07,Yes,No
9733dde9-92a5-4027-9783-96a02a830e4c,No,Yes
9808804e-6575-4fdb-9ce4-977ab9916686,No,Yes
981144dd-24c5-4d9e-81e0-c424397eb691,Yes,No
98276c8d-d0ee-4929-b601-d5137c660f34,No,Yes
9987bf6d-1928-482e-9319-f9ac8ebd1d0b,No,Yes
9d4287d9-3156-4eb9-84db-3ebabb6cfed4,No,Yes
9dc92ef6-4d09-46bd-bf8c-33db812fe30e,No,Yes
9ee36912-ef20-49a3-b91f-d4c4017af09a,Yes,No
9ef5e2b3-555b-41d5-9e67-c9b046f18d47,No,Yes
9f86d781-e70f-491c-a25b-ee1acaa60c2b,Yes,No
9f88b3e6-8dd5-43ea-a0d7-e496ef06664b,Yes,No
9f8c1fe1-37fb-43b6-b39d-07fabb2cbefa,Yes,No
a04a1951-b650-4fc8-ac8c-f8b8ea29a0b4,Yes,No
a09c5c93-b9f4-440c-9e9b-57d74a3f2df4,Yes,No
a1d2e765-9b02-4ea3-8317-9ef7b2b45fcb,Yes,No
a24dad72-968d-49ef-b233-492cbbceee6a,Yes,No
a39c438e-cd61-4e56-955b-4ec291b2acd6,Yes,No
a4b6954d-c0a4-4f3a-b6ce-f2fdb4311a4f,Yes,No
a504d690-03ca-414c-b649-89c6294aa892,No,Yes
a53f38ab-330c-413b-be7b-8162ab9fefd1,Yes,No
a594f1ed-b703-4126-b80f-f92b54482f05,No,Yes
a5ee15ce-8f16-44ed-988b-402eedafcb25,Yes,No
a772f457-b195-45bb-8d9f-1ca5b018f8fb,Yes,No
a7c7a1d6-0b16-4b73-bf7d-42cd819467e9,Yes,No
a8317f9a-a697-4a28-8747-3e336a9529e8,No,Yes
a8752e08-018c-4033-b5d9-9c5530dcd4aa,No,Yes
a9fc1e41-0a23-4ba6-9de7-682c28ce8c64,Yes,No
aa111a3e-0321-4168-ac79-110f48195896,No,Yes
aa72354f-d2a5-40e4-ae2a-42cd0351c032,Yes,No
aa7c7b16-0f25-435c-88a4-b007a4d042fa,No,Yes
aac0e29b-a9cd-4792-b41d-739d321a5180,Yes,No
ab5a00c2-ca91-4d02-a8a5-4efb843ee49d,Yes,No
ac95495c-fd5d-42c1-9b4e-98dd2aab9db4,Yes,No
acddd9b1-73e0-4e0c-9ef0-574f4df3d111,Yes,No
ad9d3c25-341a-45ad-a975-1da573521529,Yes,No
addd7286-264d-4243-826f-a9be0653cac3,No,Yes
ae4c4ef1-7d86-4e71-9dca-4e0e4827ef0e,Yes,No
b0050bfb-aee2-4fcb-8150-1d66d70520ab,Yes,No
b130afcb-3306-41c2-9b37-ae6bd53e584b,No,Yes
b1749f98-df32-4c73-ab28-d9a11f9fe556,No,Yes
b2402b65-6ea8-40da-b73e-611cf2a23e9d,Yes,No
b36e5d63-45d7-4bd6-9c14-e8c8e0c16f1e,Yes,No
b53366d8-61dc-4513-9dd4-78e9877e9164,Yes,No
b5484b13-164d-4b8d-accd-186cfeb8b82e,Yes,No
b54fd6ac-242d-46fd-aae7-83ab22e1325f,No,Yes
b553a7e8-dd73-4f92-83ce-58acaf68646f,Yes,No
b62392cc-787d-4a5b-8bdf-97ef7fa3d18f,Yes,No
b6a102f2-ff8d-4451-91da-6e9b2ac05205,Yes,No
b6b99c3b-822c-428f-8b7a-ee48a2723a48,No,Yes
b71405f7-d792-4e25-9392-432bd7e69a80,Yes,No
b783de8e-34e6-4680-b8c4-0f45af7e8ac8,No,Yes
b822da97-36d1-4fac-acbe-4e9d692de1f6,Yes,No
b89fa984-1407-4e94-87ea-3e257f3d077a,Yes,No
b8a5e940-9d91-4b5a-8731-428b685e189e,Yes,No
b955bfff-5e5d-4ae2-a76d-30cd690b97cf,No,Yes
ba587463-8be6-4d44-84be-657929bea619,Yes,No
bae1bd79-5ae3-429e-8af3-e6f695012699,No,Yes
bc052b37-5abb-42d6-95dc-aa75521c212c,Yes,No
bca5aeca-4cd7-4c88-bb65-d75d51cabb23,Yes,No
bcb78b7e-fa69-4ce9-b52a-8fbda7b288a3,Yes,No
bd6854d7-0293-472e-b545-56265e1d1e8a,No,Yes
be5faec8-47a6-4213-8f9a-6ec2e64bfa0d,No,Yes
bea13f18-8cd5-41d5-b4f4-71faceea0362,Yes,No
bf61868a-0369-44e2-928c-514decc46aff,No,Yes
bf89ac80-2652-458b-9aa4-dce79073e9fc,No,Yes
bfd75253-d285-412f-8e8b-f936dd27175a,No,Yes
c01bed32-8f89-4e15-b11f-e294587ae014,No,Yes
c05c1d14-115a-4f60-b7ff-538cf7644f41,Yes,No
c066d922-ab46-4700-856d-41c766183622,Yes,No
c075fcf5-e841-4394-a723-935a6d36a0bc,Yes,No
c0856c40-c206-44a0-8d5f-0fd97f586be7,No,Yes
c1a66463-17f7-4308-82c0-3a9e24620d67,Yes,No
c1f7e066-b0ff-42d2-ac66-58f3cf360dfe,Yes,No
c34998e3-8480-4e38-9a70-5d0babbdb942,No,Yes
c3a153d4-e66c-43ea-9fc0-aacc288a46d8,Yes,No
c3fdbb3f-3efe-4e89-b11e-e0b94b4b9bee,Yes,No
c470bdfd-317a-4320-a7b9-76be75f15c13,No,Yes
c4fd8c27-7c2d-460a-891d-470dcff16c71,No,Yes
c59172c3-772b-4e04-aaec-24945e32ceeb,Yes,Yes
c5d913a3-75e3-41d3-afe2-99b719a5dc0c,Yes,No
c70c3895-6038-471b-acd8-bccf91a6422b,Yes,No
c72a3791-849c-40e3-acf5-018f59baabe9,No,Yes
c8d3919e-8a47-47ee-ac59-c9c125644f67,Yes,No
c8edf112-2397-43f9-95bd-9c4417d29aa3,Yes,No
c8f45f86-71eb-4289-abd2-047700acbdf6,Yes,No
c8fa38d2-a522-435a-bb84-9ba4161ed42a,No,Yes
c9069747-4826-4ed4-8765-43977fa1d081,Yes,No
c9078afd-1452-4f8a-b979-d47ae029af13,Yes,No
c911d1a7-e31a-458a-9a78-0c509d92a7a7,Yes,No
c94458d2-3b63-43ff-854b-04706a1f5c46,Yes,No
ca08c995-87bd-4eb6-91dd-5320587989ea,Yes,Yes
ca22410c-45a9-48a0-8e03-ee49f6cd7be1,Yes,No
cc36db1a-942c-4780-918a-dde87e790b28,Yes,No
cce3cd0d-1572-4b5a-9027-a54fea5af80d,Yes,No
ceb55d7b-5567-4f8e-89fc-77f7c454d835,No,Yes
d013463e-8d13-4370-8f1e-f00d34aa906e,Yes,No
d0940bde-76c0-4852-9dd8-6d69d8a67cb0,Yes,No
d0e4ccc1-d10c-4ec3-a6f6-687432fb740c,Yes,No
d13e8eab-07fe-4474-879b-8c999235891b,Yes,No
d3383f87-ed0c-4126-8904-178a82bb5403,Yes,No
d479c9d8-f45c-4cb0-aed0-af63ee4c1d78,No,Yes
d4f746d1-cc09-4f18-82f8-98dda44a232b,Yes,No
d572f5eb-2b81-46c6-961a-e6cb15657454,No,Yes
d626c7a9-1c4d-4e8a-af50-4296d1ec012e,No,Yes
d659ca19-e174-47d8-8793-e83f88ad955b,Yes,No
d7e84512-58ec-4e2e-98be-ffc197027260,Yes,No
d9666f2b-778b-4b87-b746-a30a78a83bf8,Yes,No
d969b617-d1db-4b0a-bfc8-fa821d0b643c,No,Yes
d9f4fd81-41ca-422e-bf8b-93b89e6ce41d,Yes,No
da9dbbf6-46d2-4559-98ed-3b547b94e945,Yes,No
db2f6674-c2c2-47bd-88a7-0b23d6b69ff5,No,Yes
db55b86e-e78e-477e-8a66-1d51d04a31ad,Yes,No
dc2aebe9-0826-4e7c-b919-71c14f0d82a6,Yes,No
dc9862b1-623c-4ac4-a6bf-c7dda0eaa42c,No,Yes
dd3fa4dc-305e-4587-b541-61856d96d02b,No,Yes
de5b4e41-de2e-493d-8c03-b8615632dd00,Yes,No
de72d125-f432-4ddc-a2cf-f6c4182ae090,Yes,No
de75d745-a960-4347-a0d8-3f17d42f4fe7,No,Yes
dea01c61-2ff9-4ae1-b51b-7aad22914bbf,No,Yes
deb94fbb-7a79-40ee-aa8f-858fe80ac7ba,Yes,No
ded17806-686b-4daa-a7a1-dcb4cbd1836c,No,Yes
df09f789-edda-47c9-9779-bd5229252839,Yes,No
dfabd399-a2d5-4f87-9480-1d201f04e577,Yes,No
e02663b2-2c49-4836-ab3d-17e68f0dd41a,Yes,No
e0630c5b-2333-4414-a744-c700b2e4111f,Yes,No
e065e379-d947-4430-ad6a-06291dc162f1,Yes,No
e17cb139-3ab6-4d47-80fd-ed7919f0d05c,Yes,No
e306d959-f1a2-4e34-b7bd-b9565603c37e,No,Yes
e31d1249-d64e-4e55-abf2-7e8fb9baaa1d,No,Yes
e337b35a-d7f6-4d4d-afa9-ec97bf4d9afe,No,Yes
e3989b78-1652-4a55-a13e-36e0134422e0,Yes,No
e40fc171-4740-4023-8961-e2559f59b45f,No,Yes
e54ae8c2-df9b-4021-816f-1695e0708eb1,Yes,No
e6c6775b-e188-4297-b4c9-a9fb9daf19bb,No,Yes
e82fefd3-5aeb-4cff-a371-b600711abf69,No,Yes
e91c722f-02c7-41d4-ac41-e1cd1e59a615,No,Yes
e92d3f04-001e-4bcb-a152-0974722394df,Yes,No
ed6dea6e-7e61-43e1-8860-4fe755b83682,Yes,No
ede64914-377a-4927-9c95-308b201a8bf2,No,Yes
ef043db4-185b-4fe9-8612-d94440c8520f,Yes,No
f0a60c6d-aa6b-4ea3-8e4f-0df13303458c,No,Yes
f0b58c9c-d054-4ba5-982c-df6a3d7d6b47,No,Yes
f1a82875-6903-43d2-98e2-4eda3ad53c66,Yes,No
f1f6eb12-f6f7-46fb-b4d8-916dca1b95d7,Yes,No
f24ded8a-df5e-423a-a7fa-8165c378648e,Yes,No
f2a8f257-ade4-4875-bbcc-d902203f1384,Yes,No
f2cbe8b0-22a9-45b9-b241-d232b51823a3,Yes,No
f3390566-d627-493d-826f-a8234017b7ef,Yes,No
f367c9fa-14a1-4a02-82aa-a0ae1c9424c2,Yes,No
f434e6d4-3c9f-4081-9c7d-9b4714db6a90,Yes,No
f441e6ae-a2e1-4e39-95d6-656b14eae2ce,No,Yes
f46779b1-f7d1-4379-b3e0-9b2022d52034,Yes,No
f511d3ac-8511-4f5e-8cbc-061b84bff12e,Yes,No
f593e929-5d01-4c15-8d30-c55d5fe918a1,Yes,No
f5ca59a2-680c-4b93-bd18-9b944a0c377d,No,Yes
f602b32a-3dfd-4fd0-a1f3-21ddfe7ca9e8,No,Yes
f70539a5-fd7b-45e5-a358-2f080cdfdb43,No,Yes
f7c0fec8-df7d-4df4-9e63-cb40b3a17595,Yes,No
f8c14695-fc2a-454d-b87c-8a6c20ea98c4,Yes,No
f9ea431a-1dd9-4f64-af7e-c2c044a5b4cd,No,Yes
fb3e36ab-abe4-4454-8efd-a11f02807b77,Yes,No
fbb87016-7c96-4ef4-98ae-5eb84e4363e6,Yes,No
fbc23238-7300-47cd-a12a-58af7e24fa42,No,Yes
fbca6653-dc12-4f37-bf45-7f75ea480f9c,Yes,No
fc0cd5b9-ed7b-4c7c-94ad-6489c7b154ed,Yes,No
fc1f32fa-3e2a-4f19-9268-566d908b8be3,No,Yes
fc5413d2-0978-4cd6-9ac6-5f1ca6e84b17,Yes,No
fc5e0279-479a-42c0-a447-f50a7702a96b,No,Yes
fcd4a741-8846-4754-a418-f321677b29cb,No,Yes
fd5fa35a-4beb-4093-92fc-49d5851f9192,No,Yes
fd896c03-4f87-4106-b647-9ce5069bdfaa,Yes,No
fe1b64e8-b935-43b5-83a4-76052f60371d,Yes,No
fe2265e3-7039-489d-a747-6e2721f6e43c,Yes,No
fe7a8d28-9be6-4cc1-8ff7-355b0a6c3910,No,Yes
fe95dd3f-c13a-4324-9b7e-29ef47625de5,Yes,No
ff0bf8c0-b424-4ad5-8dfb-e2f6e24f5bbf,Yes,No
ff95a014-af7f-48d5-8c33-d2ccef9fced5,No,Yes
ff961b84-dfc6-45ea-8ae2-d98c4d5b543e,Yes,No
ffce89f8-0b3b-41e6-99c9-e71391f70a40,Yes,No
ffeed544-3be4-4108-a534-361c58746a77,Yes,No
